date,component_name,uswds,static_content_templates,yellow_ribbon_schools,vre_ch31_eligibility__amp__entitlement,_28_1900_veteran_readiness,virtual_agent,verify_your_enrollment,appointments,travel_pay,apply_to_use_transferred_education_benefits,apply_for_burial_in_a_va_national_cemetery,apply_for_dic__survivors_pension__or_accrued_benefits_online,survivor_and_dependent_benefits_22_5490,static_pages,simple_forms_patterns,form_upload,request_a_presidential_memorial_certificate,_26_4555_application_in_acquiring_specially_adapted_housing_or_special_home_adaptation_grant,submit_a_statement_to_support_a_claim,sign_va_claim_forms_as_an_alternate_signer,submit_an_intent_to_file,request_priority_processing_for_an_existing_claim,request_personal_records,find_a_va_accredited_representative_or_vso,fill_out_your_form_to_appoint_a_va_accredited_representative_or_vso,_40_10007_pre_need_burial_planning_form,view_your_representative,welcome_va_setup_review_information_form,va_profile,dashboard,_21_527ez_pension_benefits_form,pact_act,all_va_offices,personalized_career_planning_and_guidance_chapter_36__va_form_27_8832_,my_education_benefits,mhv_secure_messaging,mhv_medications,mhv_medical_records,submit_medical_expenses_to_support_a_pension_or_dic_claim,_1330m_apply_for_a_medallion_in_a_private_cemetery,apply_for_certificate_of_eligibility,foreign_medical_program_cover_sheet,file_a_champva_claim,_10_10d_extended,income_limits,_21p_0969_income_and_asset_statement_form,order_hearing_aid_or_cpap_supplies,_1010ez_health_care_application_form,gi_bill_comparison_tool,fry_dea___va_education_benefits_for_survivors_and_dependents,financial_status_report,_10_10ezr_update_health_benefits_info_form,enrollment_verification,designation_of_certifying_official_s_,conflicting_interests_certification_for_proprietary_schools,_22_10282_ibm_skillsbuild_training_program_intake_application,_22_10215_statement_of_assurance_of_compliance_with_95_percent_enrollment_ratios,_22_10203_education_benefits_form,_22_0994_education_benefits_form,_0839,dispute_your_va_debt,discover_your_benefits,_21_526ez_disability_compensation_claim_form,connect_your_device,view_dependents,_21_0538_dependents_verification,_686c_674_v2,_686c_674,claims_status,travel_claim,check_in,_10_10cg,_21_2680_house_bound_status,after_visit_summary,ask_va,sc_testing,hlr_testing,platform_ish_,request_for_higher_level_review,file_a_supplemental_claim,request_a_board_appeal,authenticated_experience_design_patterns,total,_10297,_10275,veteran_id_card_v1,demo__file_for_disability_compensation___conditions,va_online_services_terms_of_use,sign_in_confirm_contact_email,post_9_11_gi_bill_status,order_medical_supplies,_1330m2_apply_for_a_medallion_in_a_private_cemetery,login_page,your_va_home_loan_coe,register_for_the_foreign_medical_program__fmp_,_10_7959c_champva_other_health_insurance_certification_form,_10_10d_application_for_champva_benefits,facility_locator,gi_bill_school_feedback_tool,_35__exemption_of_the_routine_reporting,discharge_wizard,pre_check_in,_21p_530ez_burials_benefits_form,_21p_530a_interment_allowance,_21_4192_employment_information,_21_0779_nursing_home_information,authentication_callback,submitted_appeals_view__amp__download,decision_reviews_onramp_tool,accredited_representative_portal,_21a_apply_to_become_a_va_accredited_attorney_or_claims_agent,authorize_va_to_release_your_information_to_a_third_party_source,resources_and_support,representative_form_upload,my_healthevet_on_va_gov,education_letters,_22_1995_education_benefits_form,covid_19_screener,debt_and_bills,apply_for_personalized_career_planning_and_guidance_with_va_form_25_8832,verify_identity,mock_form_minimal_header,application_for_accrued_amounts_due_a_deceased_beneficiary,marital_status_questionnaire__21p_0537_,search,rated_disabilities,new_28_1900_veteran_readiness,letters,view_payments,resources_for_schools,contact_us,apply_for_additional_compensation_based_on_inability_to_work,submit_employment_questionnaire,apply_for_specially_adapted_housing_grant,mock_sip_form,sign_in_changes_reminder,my_messages
2025-11-06,va-loading-indicator,,,1,1,,2,5,28,8,4,,,1,42,,,,,1,,1,1,,1,5,4,1,,8,6,3,,,,1,14,9,15,1,1,2,1,1,1,2,2,1,5,10,1,4,3,1,1,1,,1,,,1,2,1,4,3,5,2,3,3,11,3,3,4,,1,11,2,1,28,1,2,1,11,338,,1,,,2,,1,1,,,3,,,1,2,,1,,1,2,,,,1,,,1,,,1,,3,1,,,4,,,,,,1,1,3,2,1,,,,,,
2025-11-06,va-progress-bar,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-text-input,1,,,,,,,,,,1,,,,,,,,,,,,,2,1,1,,,,,1,,,,,3,,,,,,,,,,2,,,,,13,,,,,,,,,,,,,,,,1,,,,,,3,,,,,10,,,,1,42,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-button-icon,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-banner,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,
2025-11-06,va-on-this-page,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,2,,31,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,
2025-11-06,va-accordion,13,15,,,,1,,,2,,1,4,,,,,,,,1,,,,,6,2,,,1,1,2,1,,,1,4,,1,,1,,,,,1,1,1,,2,,,,,,,,1,,,1,,,7,4,,1,2,,2,,,,,1,1,,,4,,1,,,92,1,1,,,2,,,,,,,,,,,,1,2,,,,,,,,1,6,,,,,,,,,,,,,,,,,,1,,3,,,,,
2025-11-06,va-link-action,,21,,3,,,,5,8,,,,,16,,,,,,,6,,,,,,,3,,,,5,,,,,,10,,,,,1,1,3,1,,,,,1,,,,,,,,,,,2,1,,5,,2,2,1,2,,,,,2,,,17,,,,,147,1,1,,,,2,3,,,1,,,1,,,,,3,,4,,,,,,6,3,,,,1,,,,,2,,,,,,,,,,,,,,,,,1
2025-11-06,va-checkbox,11,,,,,,,,,2,,,,,,,,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,,5,,,,,,,,,,,,,1,1,5,,1,1,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-radio-option,11,2,,,,,,,6,1,,,,,,,,,,,6,,,3,4,5,,,,,,,,,3,,,2,,,,,,,,,,,,1,18,,2,,,,,,,,,,5,,,2,,,,,,,,,4,3,,10,4,3,2,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,5,,,,,,,6,,,,,,,,,
2025-11-06,va-need-help,,,,1,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,1,,,1,1,,1,,,1,,1,,,,1,,,1,,,,,,2,,,4,,,,,32,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,
2025-11-06,va-summary-box,10,2,,,,,,,1,3,,,2,,,,,,,,,,,,,2,,,3,,1,,,,5,,,,,,,,1,1,,,,1,,,1,1,,,1,,,2,1,1,,,2,,,,1,1,,,,1,,,,,,2,,,2,,43,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,
2025-11-06,va-segmented-progress-bar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-textarea,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-breadcrumbs,,2,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,13,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-back-to-top,,23,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,36,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-file-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-input-message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-telephone-input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-radio,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-select,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-alert-expandable,2,2,,,,,,2,,,,4,,1,,,,,,,,,,,,,,,1,,,,,,,2,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,25,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2025-11-06,va-table-row,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,6,,,,,,7,,,,,,4,,,,,,,,,,,,,,,9,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,2,,,,,,,,2
2025-11-06,va-table,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,4,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,1
2025-11-06,va-memorable-date,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-modal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-checkbox-group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,va-maintenance-banner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2025-11-06,va-list-item,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,VaModal,34,,,,,,1,5,2,2,,,2,2,,,1,,,,,,,3,,2,,,6,2,,,,,1,12,1,1,,,,,,,,,,,65,,1,5,,1,1,,1,,,,,,6,1,,,2,,1,,,,,,,2,,22,,3,1,7,168,,1,,,2,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2025-11-06,VaButton,16,,,,,,,7,5,,,,,1,,1,,,,,1,,,,2,,,,4,,,,,,1,1,5,,,3,,1,,,,,,,23,,4,,,,,,,,,,,,1,,,,,,4,,,,,,4,,,19,,,,12,106,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,1,,,,,,,,,
2025-11-06,VaPrivacyAgreement,4,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,2,2,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,VaFileInput,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,1,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,VaSelect,8,,,,,,,3,2,,,,,2,2,,,,,,,,,2,,,,,,,,,,,,6,1,1,,,,,,,,,,,4,,1,,,,,,,,,,,1,1,,,,2,,1,,,,,,7,2,,5,,2,,1,51,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,VaButtonPair,3,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,,1,,1,28,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,VaRadio,10,,,,,,,,4,1,,,,,,,,,,,2,,,1,2,4,,,,,,2,,,1,8,2,1,,,,,,,,,,,2,1,10,,1,,,,,,,,,,6,,,1,20,,,2,,,,,7,4,2,10,4,4,1,2,130,,2,,,,,2,,,,,,,,,2,,2,,,,,,,,2,3,,,1,,,,,,,5,,,,,,,6,,,,,,,,,,
2025-11-06,VaRadioOption,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,1,,,,,,,,,,,,1,,2,,,,,,,,,,,,2,,,,13,,,1,,,,,2,1,1,2,1,1,,1,42,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,VaAlert,42,,3,,,,3,2,1,,,,,,,5,,,,,,,,,1,,,,17,2,,,,,,7,3,4,,,,1,,,,,,,1,,,,,,,,,,2,1,,,6,,1,,,,3,,,,,,10,1,,19,,,,2,121,,,,,,,5,1,,,,2,2,2,,,,,,,,,,,,,2,,,,5,5,,,,,,,,,,,,,2,,,,,,,,,
2025-11-06,VaLink,,,,,,,1,3,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,1,,,1,,,4,,,,,,1,,,9,,,,4,49,,,,,,,,,,,,,2,2,,1,2,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,2,,,,,,,,1,
2025-11-06,VaCheckbox,12,,2,,,,1,,4,,,,,,,,,,,,,,,,4,,,,2,,,2,,,,3,3,12,,,,,,,,,3,,8,,5,1,,4,,,1,,,1,,,1,,,,6,,2,1,1,,,,,4,,8,,3,,3,90,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,
2025-11-06,VaSearchInput,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
2025-11-06,VaBreadcrumbs,28,,1,1,,,,1,1,1,1,,1,,,,,,,,,,,1,1,1,,,1,,,1,,,1,1,1,1,,,,,,,1,,1,,2,,,,1,1,1,1,1,,,1,,1,1,,,,,,1,,,,1,,,,,12,,,1,,70,1,1,,,,,,,,,,,1,1,1,,1,1,,,1,,1,,2,1,6,1,,,,3,1,,,2,,,,,,1,,,,,1,,,,,,,
2025-11-06,VaLoadingIndicator,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,35,,,,,,,,,,,,,,,1,2,,,,,,,,,,,6,2,,,2,,,,,2,,,,,,,,,3,,,,,,,,1,
2025-11-06,VaPagination,3,,1,,,,1,,1,,,,,2,,,,,,,,,,1,,,,,,,,,,,,2,2,4,,,,,,,,,,,8,,,,1,,,,,,,,,1,,,,,,,5,,,,,,3,,,1,,,,,39,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
2025-11-06,VaAdditionalInfo,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,1,,,,,10,,,,,,,,,,,,,1,,,,1,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,VaTextInput,11,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,6,,27,,,,,,1,,,2,,,2,,,,8,,,,,,,,,7,1,14,,7,1,,87,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06,VaDate,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,1,,3,,1,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
