date,component_name,uswds,static_content_templates,yellow_ribbon_schools,_28_1900_veteran_readiness,virtual_agent,verify_your_enrollment,appointments,travel_pay,apply_to_use_transferred_education_benefits,survivor_and_dependent_benefits_22_5490,static_pages,simple_forms_patterns,request_a_presidential_memorial_certificate,_26_4555_application_in_acquiring_specially_adapted_housing_or_special_home_adaptation_grant,submit_a_statement_to_support_a_claim,sign_va_claim_forms_as_an_alternate_signer,submit_an_intent_to_file,request_priority_processing_for_an_existing_claim,request_personal_records,find_a_va_accredited_representative_or_vso,fill_out_your_form_to_appoint_a_va_accredited_representative_or_vso,_40_10007_pre_need_burial_planning_form,view_your_representative,welcome_va_setup_review_information_form,va_profile,dashboard,_21_527ez_pension_benefits_form,pact_act,all_va_offices,personalized_career_planning_and_guidance_chapter_36__va_form_27_8832_,my_education_benefits,mhv_secure_messaging,mhv_medications,mhv_medical_records,_1330m_apply_for_a_medallion_in_a_private_cemetery,apply_for_certificate_of_eligibility,letters,foreign_medical_program_cover_sheet,file_a_champva_claim,_10_10d_extended,income_limits,_21p_0969_income_and_asset_statement_form,order_hearing_aid_or_cpap_supplies,_1010ez_health_care_application_form,gi_bill_comparison_tool,fry_dea___va_education_benefits_for_survivors_and_dependents,financial_status_report,_10_10ezr_update_health_benefits_info_form,enrollment_verification,designation_of_certifying_official_s_,conflicting_interests_certification_for_proprietary_schools,_22_10282_ibm_skillsbuild_training_program_intake_application,_22_10215_statement_of_assurance_of_compliance_with_95_percent_enrollment_ratios,_22_10203_education_benefits_form,_22_0994_education_benefits_form,dispute_your_va_debt,_21_526ez_disability_compensation_claim_form,connect_your_device,view_dependents,_21_0538_dependents_verification,_686c_674_v2,_686c_674,claims_status,travel_claim,check_in,_10_10cg,after_visit_summary,ask_va,sc_testing,hlr_testing,platform_ish_,request_for_higher_level_review,file_a_supplemental_claim,request_a_board_appeal,authenticated_experience_design_patterns,total,_10297,veteran_id_card_v1,demo__file_for_disability_compensation___conditions,va_online_services_terms_of_use,post_9_11_gi_bill_status,order_medical_supplies,_1330m2_apply_for_a_medallion_in_a_private_cemetery,login_page,your_va_home_loan_coe,register_for_the_foreign_medical_program__fmp_,_10_7959c_champva_other_health_insurance_certification_form,_10_10d_application_for_champva_benefits,facility_locator,gi_bill_school_feedback_tool,_35__exemption_of_the_routine_reporting,discharge_wizard,pre_check_in,_21p_530ez_burials_benefits_form,authentication_callback,submitted_appeals_view__amp__download,decision_reviews_onramp_tool,accredited_representative_portal,_21a_apply_to_become_a_va_accredited_attorney_or_claims_agent,authorize_va_to_release_your_information_to_a_third_party_source,resources_and_support,representative_form_upload,my_healthevet_on_va_gov,education_letters,_22_1995_education_benefits_form,covid_19_screener,debt_and_bills,apply_for_personalized_career_planning_and_guidance_with_va_form_25_8832,verify_identity,mock_form_minimal_header,search,rated_disabilities,new_28_1900_veteran_readiness,discover_your_benefits,view_payments,resources_for_schools,contact_us,_0839,_10275,apply_for_specially_adapted_housing_grant,mock_sip_form,sign_in_changes_reminder,form_upload,my_messages
2025-08-14,va-table-row,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,6,,,,,,7,,,,4,,,,,,,,,,,,,,11,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,2,,,,,,,,,2
2025-08-14,va-table,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,1,,,,,,2,,,,1,,,,,,,,,,,,,,4,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,1
2025-08-14,va-modal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,va-checkbox-group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,va-maintenance-banner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2025-08-14,va-memorable-date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaModal,35,,,,,1,5,,2,2,2,,1,,,,,,,3,,3,,,6,2,,,,,1,12,1,1,,,,,,,,,,,64,,1,4,,1,1,,1,,,,5,1,,,1,,1,,,,,1,2,,16,,3,1,7,157,1,,,2,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaButton,14,,,,,,3,,,,1,,,,,,1,,,,2,,,,3,,,,,,,1,5,,3,,3,1,,1,,,,,21,,4,,,,,,,,,,1,,,,,,2,,,,,4,,,14,,,,12,87,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,
2025-08-14,VaPrivacyAgreement,4,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2025-08-14,VaFileInput,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,1,7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025-08-14,VaSelect,7,,,,,,3,2,,,2,,,,,,,,,2,,,,,,,,,,,,5,1,1,,,,,,,,,,,3,,1,,,,,,,,,,1,,,,,,1,,,,,7,2,,3,,2,,1,41,,,,,,,,,1,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaButtonPair,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,,1,,1,25,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaRadio,10,,,,,,,1,1,,,,,,,,2,,,1,2,4,,,,,,2,,,1,7,2,1,,,,,,,,,,,2,1,22,,1,,,,,,,,6,,,1,,,,2,,,,7,4,2,8,4,4,1,2,118,,,,,2,,,,,,,,,2,,2,,,,,3,6,,,1,,,,,,,5,,,,,6,,,,,,,,,,,
2025-08-14,VaRadioOption,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,1,,,,,,,,,,,,1,,8,,,,,,,,,,2,,,,,,,1,,,,2,1,1,1,1,1,,1,34,,,,,1,,,,,,,,,1,,1,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaAlert,42,,3,,,3,2,,,,,,,,,,,,,,1,,,,15,2,,,,,,7,3,4,,,1,1,,,,,,,1,,,,,,,,,,2,,6,,,,,,1,,,,,10,1,,14,,1,,2,108,,,,,5,1,,,,2,2,2,,,,,,,,,,1,,,,5,5,,,,,,,,,,,,,,,,,,,,5,
2025-08-14,VaLink,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,2,,,4,,,,,,,,,,,,,,,1,,,,,,,,1,,,5,,,,4,38,,,,,,,,,,,2,2,,1,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,1,2,
2025-08-14,VaCheckbox,9,,2,,,1,,3,,,,,,,,,,,,,4,,,,2,,,2,,,,3,3,12,,,3,,,,,,3,,2,,5,1,,4,,,1,,,,,,,,,,2,1,1,,,,4,,5,,5,,3,73,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaSearchInput,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,
2025-08-14,VaBreadcrumbs,25,,,,,,1,1,,,,,,,,,,,,1,1,1,,,1,,,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,6,,,1,,31,,,,,,,,,,,1,1,1,,,,,,,2,,5,1,,,,,,,,,,,,,,,1,,,,,,,,,,
2025-08-14,VaLoadingIndicator,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,2,,,,2,,,,,,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,34,,,,,,,,,,,,,1,2,,,,,,,,6,2,,,2,,,,,1,,,,,,,,,,,,,,,1,,
2025-08-14,VaPagination,3,,1,,,1,,1,,,2,,,,,,,,,1,,,,,,,,,,,,2,3,4,,,,,,,,,,,7,,,,1,,,,,,,,,,,,,,4,,,,,3,,,,,,,,36,,,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,
2025-08-14,VaAdditionalInfo,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,1,,,11,,,,,,,,,,,,1,,,,1,,,22,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaTextInput,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,6,,27,,,,,,1,,,,1,,,,,,,,,,,,7,1,12,,7,1,,73,,,1,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaDate,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,8,,,,,,,,,,1,,,,,,,,,,,,1,,2,,1,,,22,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaCheckboxGroup,11,,,,,,,1,2,,,,,,,,2,,,1,1,,,,,,,1,,,,,1,,,,1,,,,,,,,1,,2,,,,,,,,,1,5,,,,,,,,,,,,1,1,3,,1,1,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaMemorableDate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,2,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaLinkAction,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,11,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaAlertSignIn,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaIcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaTextarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaTelephone,,,,,,,23,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,51,,,,,2,,,,,,1,2,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,
2025-08-14,VaAccordion,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,3,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaAccordionItem,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaFileInputMultiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaCard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaStatementOfTruth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaProgressBar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaComboBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaSummaryBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-14,VaNotification,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
